species_tax_id,superkingdom,phylum,class,order,family,genus,species,motility,metabolism,cell_shape,substrate,pathways
648,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,caviae,no,facultative anaerobic,coccus,"acetate, arabinose, cellobiose, citrate, gelatin, glucose, glycerol, lactate, lactose, maltose, mannitol, mannose, salicin, sucrose, trehalose","catalase, oxidase, gelatinase, esculin_aesculin_hydrolysis, DNA_degradation, indole_synthesis"
196024,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,dhakensis,no,obligate aerobic,NA,"fructose, galactose, gluconate, glucose, glycerol, glycogen, lactate, maltose, mannitol, mannose, N_acetylglucosamine, ribose, salicin, sucrose, trehalose, urocanate","catalase, oxidase, gelatinase, esculin_aesculin_hydrolysis, acetoin, elastin_degradation, indole_synthesis, hydrogen_sulfide_synthesis"
644,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,hydrophila,no,obligate anaerobic,coccus,"acetate, arabinose, citrate, gluconate, glucose, glycerol, lactate, lactose, maltose, mannitol, mannose, salicin, sucrose, trehalose","catalase, oxidase, gelatinase, esculin_aesculin_hydrolysis, acetoin, elastin_degradation, DNA_degradation, indole_synthesis, hydrogen_sulfide_synthesis"
651,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,media,yes,facultative anaerobic,NA,"acetate, arabinose, arginine, citrate, galactose, glutamate, glycerol, lactose, malate, mannitol, mannose, pyruvate, serine, succinate","catalase, oxidase, acid_phosphatase, beta_galactosidase, gelatinase, esculin_aesculin_hydrolysis, phosphatase, DNA_degradation, indole_synthesis"
645,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,salmonicida,yes,facultative anaerobic,coccus,"arabinose, galactose, glucose, maltose, mannitol, N_acetylglucosamine, phenylalanine, salicin, tryptophan","oxidase, esculin_aesculin_hydrolysis"
652,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,schubertii,no,facultative anaerobic,coccus,"acetate, arginine, citrate, galactose, glucose, glycerol, maltose, mannose, trehalose","oxidase, gelatinase"
29489,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,trota,no,facultative anaerobic,NA,"arginine, cellobiose, citrate, glucose, mannitol, mannose, 2_3_butanediol","oxidase, gelatinase, hydrogen_sulfide_synthesis"
654,Bacteria,Proteobacteria,Gammaproteobacteria,Aeromonadales,Aeromonadaceae,Aeromonas,veronii,no,obligate anaerobic,NA,"mannitol, sucrose","esculin_aesculin_hydrolysis, indole_synthesis"
56946,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,broomeae,no,NA,bacillus,"xylose, yeast_extract","catalase, oxidase, urease, acid_phosphatase, alkaline_phosphatase, trypsin, hydrogen_sulfide_synthesis"
1034,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,clevelandensis,no,obligate aerobic,NA,NA,"oxidase, urease"
1035,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Afipia,felis,no,obligate aerobic,NA,"arabinose, xylose","oxidase, urease, acid_phosphatase, alkaline_phosphatase"
714,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,actinomycetemcomitans,yes,facultative anaerobic,NA,NA,NA
732,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,aphrophilus,yes,facultative anaerobic,NA,NA,NA
739,Bacteria,Proteobacteria,Gammaproteobacteria,Pasteurellales,Pasteurellaceae,Aggregatibacter,segnis,NA,NA,NA,"fructose, galactose, glucose, lactose, sucrose","catalase, beta_galactosidase"
359,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Agrobacterium Rhizogenes,no,facultative anaerobic,NA,NA,NA
1176649,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,fabrum,NA,NA,NA,NA,NA
359,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,rhizogenes,no,obligate aerobic,NA,"adonitol, alanine, arabinose, arginine, aspartate, citrate, fucose, galactose, gluconate, glucose, glutamate, lactate, leucine, melibiose, N_acetylglucosamine, ornithine, propionate, pyruvate, raffinose, salicin, serine, threonine, urea, xylitol, xylose, 2_ketogluconate, 3_hydroxybutyrate, 5_ketogluconate","catalase, urease"
358,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,tumefaciens,no,obligate aerobic,NA,"acetate, adonitol, alanine, arabinose, arabitol, aspartate, cellobiose, fructose, fucose, galactose, gluconate, glucose, glutamate, histidine, lactate, leucine, mannose, melibiose, N_acetylglucosamine, pyruvate, raffinose, rhamnose, ribose, sorbitol, xylitol, xylose, 2_ketogluconate, 3_hydroxybutyrate, 5_ketogluconate","catalase, oxidase, urease"
373,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,vitis,no,obligate aerobic,NA,"acetate, adonitol, alanine, arabinose, aspartate, cellobiose, citrate, fructose, fucose, galactose, glucose, glutamate, histidine, lactate, mannitol, mannose, melibiose, N_acetylglucosamine, pyruvate, raffinose, rhamnose, ribose, salicin, serine, sorbitol, threonine, xylose, 2_ketogluconate, 3_hydroxybutyrate",catalase
239935,Bacteria,Verrucomicrobia,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,muciniphila,yes,obligate anaerobic,coccus,"glucose, N_acetylglucosamine",NA
59754,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,borkumensis,yes,obligate aerobic,NA,"acetate, formate, methyl_pyruvate, pyruvate","catalase, oxidase"
285091,Bacteria,Proteobacteria,Gammaproteobacteria,Oceanospirillales,Alcanivoracaceae,Alcanivorax,dieselolei,no,obligate aerobic,NA,"acetate, citrate, lactate, methyl_pyruvate, propionate, pyruvate, Tween_40, Tween_80, 2_3_butanediol","catalase, oxidase"
179636,Bacteria,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,Alicycliphilus,denitrificans,no,facultative anaerobic,NA,NA,"catalase, oxidase"
405212,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,Acidocaldarius,NA,obligate aerobic,NA,"galactose, glucose, glycerol",catalase
405212,Bacteria,Firmicutes,Bacilli,Bacillales,Alicyclobacillaceae,Alicyclobacillus,acidocaldarius,NA,facultative anaerobic,NA,"arabinose, cellobiose, fructose, galactose, glucose, glycerol, lactose, maltose, mannitol, mannose, melibiose, raffinose, ribose, sucrose, trehalose",catalase
668,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,fischeri,no,NA,NA,NA,NA
40269,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,salmonicida,no,facultative anaerobic,bacillus,NA,NA
80852,Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,wodanis,no,facultative anaerobic,NA,NA,NA
214856,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,finegoldii,yes,obligate anaerobic,NA,glucose,"acid_phosphatase, alkaline_phosphatase, alpha_galactosidase, beta_galactosidase, gelatinase, indole_synthesis"
626932,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,indistinctus,yes,obligate anaerobic,NA,"arabinose, cellobiose, glucose, glycerol, lactose, maltose, mannitol, mannose, raffinose, rhamnose, salicin, sorbitol, sucrose, trehalose, xylose","catalase, acid_phosphatase, alkaline_phosphatase, alpha_galactosidase, beta_galactosidase"
28117,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,putredinis,yes,obligate anaerobic,bacillus,"acetate, lactate, succinate, Tween_80","catalase, acid_phosphatase, alkaline_phosphatase, gelatinase, indole_synthesis, hydrogen_sulfide_synthesis"
328814,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Rikenellaceae,Alistipes,shahii,yes,obligate anaerobic,NA,"mannose, raffinose","acid_phosphatase, alkaline_phosphatase, alpha_galactosidase, beta_galactosidase, gelatinase, esculin_aesculin_hydrolysis, indole_synthesis"
351052,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Alkalilimnicola,ehrlichii,no,facultative anaerobic,NA,NA,NA
208226,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus,metalliredigens,no,obligate anaerobic,NA,"acetate, lactate, yeast_extract",NA
461876,Bacteria,Firmicutes,Clostridia,Clostridiales,Clostridiaceae,Alkaliphilus,oremlandii,no,obligate anaerobic,NA,"acetate, formate, fructose, glycerol, lactate, pyruvate, yeast_extract",NA
1049,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Allochromatium,vinosum,no,facultative anaerobic,NA,"acetate, malate, propionate, pyruvate, succinate",NA
1652,Bacteria,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Alloiococcus,otitis,yes,obligate aerobic,coccus,NA,"catalase, beta_galactosidase"
671218,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,rava,yes,obligate anaerobic,NA,"fructose, glucose, lactose, maltose, mannose, raffinose","alkaline_phosphatase, alpha_galactosidase, beta_galactosidase, gelatinase, isovaleric_acid_synthesis"
76122,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,tannerae,yes,obligate anaerobic,NA,"dextrin, fucose, glycogen, lactose, maltose, mannose, raffinose, sucrose, trehalose, dextrin, fructose, glycogen, lactose, maltose, mannose, raffinose, starch, sucrose, trehalose","alkaline_phosphatase, alpha_galactosidase, beta_galactosidase, gelatinase, gelatinase"
419015,Bacteria,Actinobacteria,Actinobacteria,Bifidobacteriales,Bifidobacteriaceae,Alloscardovia,omnicolens,yes,facultative anaerobic,NA,"arabinose, glucose, maltose, raffinose, salicin, sucrose, xylose","alpha_galactosidase, beta_galactosidase, esculin_aesculin_hydrolysis"
28108,Bacteria,Proteobacteria,Gammaproteobacteria,Alteromonadales,Alteromonadaceae,Alteromonas,macleodii,no,obligate aerobic,NA,"acetate, caprate, cellobiose, ethanol, fructose, galactose, galacturonate, gluconate, glucose, glycerol, glycine, lactate, lactose, maltose, mannitol, melibiose, N_acetylglucosamine, propionate, pyruvate, salicin, sucrose, valerate, xylose","oxidase, gelatinase"
81468,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Aminobacterium,colombiense,yes,obligate anaerobic,bacillus,"acetate, alanine, aspartate, glutamate, glycine, leucine, malate, pyruvate, serine, threonine, yeast_extract","hydrogen_sulfide_synthesis, ammonia_synthesis, isovaleric_acid_synthesis"
42838,Bacteria,Firmicutes,Clostridia,Thermoanaerobacterales,Thermoanaerobacteraceae,Ammonifex,degensii,no,obligate anaerobic,NA,pyruvate,hydrogen_sulfide_synthesis
1449,Bacteria,Firmicutes,Bacilli,Bacillales,Bacillaceae,Amphibacillus,xylanus,yes,facultative anaerobic,NA,"arabinose, cellobiose, fructose, glucose, maltose, ribose, salicin, starch, sucrose, trehalose, xylose",esculin_aesculin_hydrolysis
208439,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,Japonica,NA,NA,NA,NA,NA
346045,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,benzoatilytica,yes,obligate aerobic,NA,"adonitol, arabinose, cellobiose, dextrin, fructose, galactose, glucose, lactose, mannitol, mannose, raffinose, rhamnose, ribose, trehalose, xylose","catalase, urease, esculin_aesculin_hydrolysis"
208439,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,japonica,yes,obligate aerobic,NA,"acetate, adonitol, arabinose, cellobiose, citrate, fructose, galactose, histidine, lactose, maltose, mannitol, melibiose, phenylalanine, propionate, pyruvate, raffinose, rhamnose, salicin, sucrose, threonine, trehalose","catalase, acid_phosphatase, alkaline_phosphatase, alpha_galactosidase, beta_galactosidase, gelatinase, esculin_aesculin_hydrolysis, trypsin, acetoin, elastin_degradation, DNA_degradation"
33910,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,mediterranei,yes,obligate aerobic,NA,"acetate, arabinose, cellobiose, citrate, dextrin, fructose, galactose, glucose, glycerol, lactate, lactose, malate, maltose, mannitol, mannose, melibiose, propionate, pyruvate, raffinose, rhamnose, salicin, succinate, sucrose, trehalose, xylose, sugars_generic","catalase, urease, acid_phosphatase, alkaline_phosphatase, gelatinase, esculin_aesculin_hydrolysis"
31958,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,orientalis,yes,obligate aerobic,NA,"acetate, adonitol, arabinose, cellobiose, citrate, dextrin, fructose, galactose, glucose, glycerol, lactate, lactose, malate, maltose, mannitol, mannose, melibiose, myo_inositol, propionate, pyruvate, rhamnose, salicin, succinate, trehalose, Tween_40, urea, xylose, sugars_generic","catalase, urease, acid_phosphatase, alkaline_phosphatase, gelatinase, esculin_aesculin_hydrolysis, acetoin, phosphatase"
187982,Bacteria,Actinobacteria,Actinobacteria,Pseudonocardiales,Pseudonocardiaceae,Amycolatopsis,palatopharyngis,yes,facultative anaerobic,NA,"adonitol, arabinose, fructose, galactose, myo_inositol, raffinose, trehalose, xylose","catalase, urease, gelatinase"
639313,Bacteria,Actinobacteria,Actinobacteria,Corynebacteriales,Mycobacteriaceae,Hoyosella,subflavus,NA,obligate aerobic,NA,"cellobiose, dextrin, fucose, glucose, maltose, mannitol, mannose, proline, sorbitol, sucrose",hydrogen_sulfide_synthesis
1165,Bacteria,Cyanobacteria,NA,Nostocales,Nostocaceae,Anabaena,cylindrica,NA,NA,NA,NA,NA
264691,Bacteria,Cyanobacteria,NA,Nostocales,Nostocaceae,Trichormus,variabilis,yes,NA,NA,NA,NA
649746,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Acetomicrobium,hydrogeniformans,yes,obligate anaerobic,NA,"asparagine, fructose, glucose, glutamate, histidine, leucine, malonate, maltose, mannose, phenylalanine, pyruvate, serine, threonine, yeast_extract",NA
97477,Bacteria,Synergistetes,Synergistia,Synergistales,Synergistaceae,Acetomicrobium,mobile,no,obligate anaerobic,NA,"fructose, gluconate, glucose, glycerol, leucine, malate, pyruvate, starch, yeast_extract",NA
33029,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,hydrogenalis,yes,obligate anaerobic,NA,"glucose, lactose, mannose, raffinose","urease, alkaline_phosphatase, indole_synthesis"
33032,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,lactolyticus,yes,obligate anaerobic,NA,"glucose, lactose, mannose","urease, alkaline_phosphatase, beta_galactosidase"
54007,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,octavius,yes,obligate anaerobic,NA,"glucose, mannose, ribose",NA
33034,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,prevotii,yes,obligate anaerobic,NA,"fructose, glucose, malate, malonate, mannitol, mannose, melibiose, methyl_pyruvate, methyl_beta_D_glucoside, myo_inositol, N_acetylglucosamine, ornithine, raffinose, ribose","urease, alpha_galactosidase"
33036,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,tetradius,yes,obligate anaerobic,NA,"fructose, glucose, mannose",urease
33037,Bacteria,Firmicutes,Tissierellia,Tissierellales,Peptoniphilaceae,Anaerococcus,vaginalis,yes,obligate anaerobic,NA,"fructose, glucose, maltose","alkaline_phosphatase, indole_synthesis"
214853,Bacteria,Firmicutes,Clostridia,Clostridiales,Eubacteriaceae,Anaerofustis,stercorihominis,NA,obligate anaerobic,NA,"fructose, glucose, mannitol, ribose, salicin, sucrose, xylose",NA
156456,Bacteria,Firmicutes,Negativicutes,Veillonellales,Veillonellaceae,Anaeroglobus,geminatus,yes,obligate anaerobic,NA,"galactose, mannose",NA
167964,Bacteria,Chloroflexi,Anaerolineae,Anaerolineales,Anaerolineaceae,Anaerolinea,thermophila,yes,obligate anaerobic,NA,"arabinose, ethanol, fructose, galactose, glucose, mannose, pyruvate, raffinose, ribose, starch, sucrose, xylose, yeast_extract",NA
161493,Bacteria,Proteobacteria,Deltaproteobacteria,Myxococcales,Anaeromyxobacteraceae,Anaeromyxobacter,dehalogenans,no,facultative anaerobic,NA,"acetate, formate, pyruvate, succinate",NA
118967,Bacteria,Bacteroidetes,Bacteroidia,Bacteroidales,Bacteroidaceae,Anaerorhabdus,furcosa,yes,obligate anaerobic,NA,NA,"esculin_aesculin_hydrolysis, phosphatase"
105841,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,caccae,yes,obligate anaerobic,NA,"acetate, adonitol, arabinose, arabitol, fructose, galactose, glucose, maltose, mannitol, mannose, melibiose, N_acetylglucosamine, raffinose, ribose, salicin, sorbitol, starch, sucrose, xylitol","acid_phosphatase, alpha_galactosidase, esculin_aesculin_hydrolysis"
649756,Bacteria,Firmicutes,Clostridia,Clostridiales,Lachnospiraceae,Anaerostipes,hadrus,yes,obligate anaerobic,NA,"acetate, cellobiose, fructose, galactose, glucose, lactate, lactose, maltose, mannitol, raffinose, salicin, sucrose, xylose","acid_phosphatase, alkaline_phosphatase, beta_galactosidase"
169435,Bacteria,Firmicutes,Clostridia,Clostridiales,Ruminococcaceae,Anaerotruncus,colihominis,NA,obligate anaerobic,NA,"alpha_ketovalerate, cellobiose, dextrin, fructose, galactose, galacturonate, glucose, inosine, malate, maltose, mannose, methyl_beta_D_glucoside, N_acetylglucosamine, pyruvate, pyruvic_acid_methyl_ester, serine, thymidine, trehalose, uridine","acid_phosphatase, hydrogen_sulfide_synthesis"
769,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,centrale,yes,NA,NA,NA,NA
770,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,marginale,yes,NA,NA,NA,NA
948,Bacteria,Proteobacteria,Alphaproteobacteria,Rickettsiales,Anaplasmataceae,Anaplasma,phagocytophilum,yes,NA,NA,NA,NA
1391,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus,aneurinilyticus,NA,obligate aerobic,NA,"aspartate, lactate",gelatinase
47500,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus,migulanus,NA,NA,NA,"alanine, aspartate, fructose, gluconate, myo_inositol, phenylacetate, propionate, ribose, serine, succinate",NA
143495,Bacteria,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Aneurinibacillus,thermoaerophilus,NA,NA,NA,"alanine, arabitol, citrate, fructose, galacturonate, glucose, glycerol, malate, mannitol, melibiose, phenylacetate, propionate, putrescine, quinic_acid, ribose, serine, succinate, xylose","catalase, gelatinase, esculin_aesculin_hydrolysis"
